author,commits,added,deleted,files,bugfix_commits,avg_files_per_commit,avg_lines_per_commit,weekend_rate,experience,score,tier,salary_adjustment
 Sviatoslav Sydorenko (Святослав Сидоренко),1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Tony Huang,1,10,1,0,1,0.0,11.0,0.0,0,0.0009913348324531595,3,0.08
 Cody Scott,1,4,1,0,1,0.0,5.0,0.0,0,0.00026109469195158145,3,0.08
 Ben Huebscher,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 lizard,1,4,1,0,1,0.0,5.0,0.0,0,0.00026109469195158145,3,0.08
 Daniel Isaac,1,3,1,0,1,0.0,4.0,0.0,0,0.0001393880018679851,4,0
 Resistor-git,2,0,0,0,1,0.0,0.0,1.0,1,0.0498170227170152,1,0.15
 Arnout Engelen,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Iztok Fister Jr,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Akinola Abiodun Emmanuel,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 nick2202,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 pavithra,1,0,0,0,1,0.0,0.0,1.0,0,0.04965397923875433,1,0.15
 hauntsaninja,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Pamela Fox,2,0,0,0,0,0.0,0.0,0.5,1,0.02516304347826087,2,0.12
 ToolMoney,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 mohammad m. moniri,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Jeroendevr,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Pedro Guilherme S. Moreira,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Lucas Werkmeister,1,3,1,0,1,0.0,4.0,0.0,0,0.0001393880018679851,4,0
 EtiennePelletier,4,22,148,0,1,0.0,42.5,0.0,3,0.0052865750590649066,2,0.12
 emisargent,1,75,38,0,0,0.0,113.0,0.0,0,0.01369897208505882,2,0.12
 Adam Dangoor,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 lettow-humain,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Evgeny Mozhaev,1,10,0,0,0,0.0,10.0,1.0,0,0.05121706690083597,1,0.15
 martinamca,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 AntoineMath,1,23,5,0,0,0.0,28.0,0.0,0,0.00340069733623707,3,0.08
 Maxim G. Ivanov,5,5,3,0,4,0.0,1.6,0.0,4,-0.0005323572372550002,6,-0.1
 owgreen,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Andrii Kolomoiets,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Bhushan Mohanraj,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Josh Michael Karamuth,1,56,0,0,1,0.0,56.0,0.0,0,0.00646955388343572,2,0.12
 Jonah Lawrence,2,16,4,0,0,0.0,10.0,1.0,1,0.05138861836242119,1,0.15
 Asif Saif Uddin,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 rayanth,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Dosenpfand,1,0,0,0,1,0.0,0.0,1.0,0,0.04965397923875433,1,0.15
 Abdur-Rahmaan Janhangeer,2,0,0,0,1,0.0,0.0,0.5,1,0.0248170227170152,2,0.12
 Mat Steininger,1,0,0,0,1,0.0,0.0,1.0,0,0.04965397923875433,1,0.15
 TehBrian,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Yang Yang,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Maksim Salau,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 waffle-stomper,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Isaac Woodruff,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Kevin Kirsche,4,16,12,0,1,0.0,7.0,0.0,3,0.0010078184791086373,3,0.08
 Thomas Rhines,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Dillon Barnes,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Oğuzhan Çelikarslan,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 tautv,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Philipp Rohde,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Matthijs van der Vleuten,1,15,1,0,0,0.0,16.0,0.0,0,0.001945889044116816,3,0.08
 Yourun-Proger,3,34,6,0,1,0.0,13.33,0.0,2,0.0016317263766427983,3,0.08
 Pedro Torcatt,4,0,0,0,2,0.0,0.0,0.25,3,0.01229708891229126,2,0.12
 Earl C. Ruby III,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Phil Jones,1,123,76,0,0,0.0,199.0,0.0,0,0.024111863537860538,2,0.12
 Ties Jan Hefting,1,2,0,0,0,0.0,2.0,0.0,0,0.00024341338016719267,3,0.08
 hankhank10,2,0,0,0,0,0.0,0.0,0.5,1,0.02516304347826087,2,0.12
 Dan Mirsky,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Evgeny Prigorodov,1,47,11,0,0,0.0,58.0,0.0,0,0.007043390055420607,2,0.12
 Numerlor,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Nick Kocharhook,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 lecovi,2,0,0,0,0,0.0,0.0,0.0,1,0.00016304347826086955,3,0.08
 Stanislav Bushuev,2,13,13,0,0,0.0,13.0,0.0,1,0.001745230449347622,3,0.08
 Justin Bull,1,8,2,0,0,0.0,10.0,0.0,0,0.0012142309063945126,3,0.08
 Nathan Brown,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Chris Hallacy,1,11,5,0,0,0.0,16.0,0.0,0,0.0019402170552339142,3,0.08
 Ivan Sushkov,1,46,37,0,0,0.0,83.0,0.0,0,0.010049189379771655,2,0.12
 dzcode,1,92,1,0,0,0.0,93.0,0.0,0,0.011317304180553734,2,0.12
 Tim Hoagland,1,55,1,0,0,0.0,56.0,0.0,0,0.006814156647460669,2,0.12
 Luis Palacios,1,4,112,0,0,0.0,116.0,0.0,0,0.013959160360975924,2,0.12
 Qingpeng Li,1,42,37,0,0,0.0,79.0,0.0,0,0.009562362619437268,2,0.12
 Maria Andrea Vignau,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 DailyDreaming,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Bo Bayles,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 James Warne,1,11,1,0,0,0.0,12.0,0.0,0,0.0014590622837824306,3,0.08
 Rafael Zimmer,1,8,1,0,1,0.0,9.0,0.0,0,0.0007479214522859668,3,0.08
 MeViMo,2,0,0,0,0,0.0,0.0,0.0,1,0.00016304347826086955,3,0.08
 LarsMoons,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 octopoulpe,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 uedvt359,1,9,2,0,1,0.0,11.0,0.0,0,0.000989916835232434,3,0.08
 Tushar Sadhwani,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Colin Adams,2,0,0,0,2,0.0,0.0,0.0,1,-0.00052899804423048,6,-0.1
 Mickaël Guérin,1,33,1,0,0,0.0,34.0,0.0,0,0.00413660946562155,3,0.08
 Stefane Fermigier,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 K900,1,15,6,0,0,0.0,21.0,0.0,0,0.0025473325084311702,3,0.08
 Cameron Dahl,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 otherJL0,1,155,0,0,0,0.0,155.0,0.0,0,0.018864536962957434,2,0.12
 olliemath,1,12,3,0,0,0.0,15.0,1.0,0,0.05182134635959178,1,0.15
 Jürgen Gmach,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Henry Kobin,2,7,4,0,0,0.0,5.5,0.5,1,0.025834557269551736,2,0.12
 Bojan Delić,1,2,8,0,1,0.0,10.0,0.0,0,0.000859702161824485,3,0.08
 Chenwei Xiao,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Ryan Nevius,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 karintou8710,1,4,4,0,1,0.0,8.0,1.0,0,0.0506219607705402,1,0.15
 Matthias Paulsen,1,105,26,0,0,0.0,131.0,0.0,0,0.01590670847321226,2,0.12
 Makonede,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Seth Rutner,1,5,6,0,1,0.0,11.0,0.0,0,0.0009842448463495321,3,0.08
 Kasper Primdal Lauritzen,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Mindiell,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 nabbisen,1,2,2,0,0,0.0,4.0,1.0,0,0.05048399076589294,1,0.15
 Emil Sadek,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 na2shell,1,26,12,0,0,0.0,38.0,0.0,0,0.0046078382565279555,3,0.08
 Rohan salwan,1,16,8,0,0,0.0,24.0,0.0,0,0.0029096165842405087,3,0.08
 default-303,2,21,4,0,1,0.0,12.5,1.0,1,0.051350409319436324,1,0.15
 Angeline,1,45,41,0,0,0.0,86.0,0.0,0,0.010408637461139542,2,0.12
 Karuna Tata,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 kaushik kothiya,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Elahi-cs,1,2,2,0,1,0.0,4.0,0.0,0,0.0001379700046472597,4,0
 Frank Yu,7,0,0,0,0,0.0,0.0,0.14,6,0.007978260869565218,2,0.12
 Adrian Moennich,9,87,65,0,2,0.0,16.89,0.56,8,0.030767348084252615,2,0.12
 Hugo Montenegro,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Pascal Corpet,2,41,14,0,0,0.0,27.5,0.0,1,0.0035291204180395623,3,0.08
 Miguel Grinberg,7,105,14,0,3,0.0,17.0,0.14,6,0.009133996072673171,2,0.12
 laggardkernel,2,4,1,0,0,0.0,2.5,0.0,1,0.00046943719930094853,3,0.08
 Marat Sharafutdinov,2,13,6,0,1,0.0,9.5,0.0,1,0.000978199263081899,3,0.08
 Alex Hedges,4,30,9,0,1,0.0,9.75,0.25,3,0.01385846434557169,2,0.12
 Oleksis Fraga Menéndez,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Danny Sepler,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Rafael Aviles,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 brettlangdon,1,9,3,0,0,0.0,12.0,0.0,0,0.0014562262893409797,3,0.08
 oleksis,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Andrew J Roth,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Joshua Bronson,20,42,2,0,8,0.0,2.2,0.4,19,0.020653851004559912,2,0.12
 dependabot-preview[bot],91,143,98,0,0,0.0,2.65,0.04,90,0.017195451682128608,2,0.12
 kangetsu121,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Matthew Preble,1,28,3,0,0,0.0,31.0,0.0,0,0.00376865340092931,3,0.08
 Tony De La Nuez,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Elliott King,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 huimingz,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 jordivandooren,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Pedro Lourenço,2,0,0,0,1,0.0,0.0,0.0,1,-0.00018297728298480523,6,-0.1
 Sarthak Vineet Kumar,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Mathurshan Vimalesvaran,1,20,3,0,0,0.0,23.0,0.0,0,0.002794999880260539,3,0.08
 Viet Hung Nguyen,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Karthikeyan Singaravelan,1,8,7,0,0,0.0,15.0,1.0,0,0.05181567437070887,1,0.15
 Sebastian Höffner,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Bart Broere,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Jamiu Salimon,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Paul Sanders,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Matěj Volf,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Bogdan Opanchuk,1,29,1,0,0,0.0,30.0,1.0,0,0.05364978270528717,1,0.15
 sblondon,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 miquelvir,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Ebram Shehata,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 girst,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Ryuichi Watanabe,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 ongopongo,2,0,0,0,1,0.0,0.0,0.0,1,-0.00018297728298480523,6,-0.1
 WolframAlph,1,0,0,0,1,0.0,0.0,1.0,0,0.04965397923875433,1,0.15
 Nils Philippsen,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 yk396,1,473,495,0,0,0.0,968.0,0.0,0,0.11711016737666216,1,0.15
 jackwardell,3,471,289,0,0,0.0,253.33,0.33,2,0.047966698210434505,2,0.12
 Martin Thoma,1,0,13,0,0,0.0,13.0,1.0,0,0.05156375300721733,1,0.15
 Ebonne Cabarrus,1,245,288,0,0,0.0,533.0,0.0,0,0.0644612826149879,1,0.15
 Christopher Nguyen,1,15,7,0,0,0.0,22.0,1.0,0,0.05266762120129404,1,0.15
 Armin Ronacher,1191,31655,11202,0,289,0.0,35.98,0.33,1190,0.15973642832170493,1,0.15
 Deep R. Ode,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Sergei,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Leonardo Giordani,4,0,0,0,2,0.0,0.0,0.25,3,0.01229708891229126,2,0.12
 iomintz,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Alan Swenson,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Kai Chen,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Jeff Widman,22,165,168,0,6,0.0,15.14,0.18,21,0.012402928827367776,2,0.12
 Jeenu Viswambharan,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 mattc41190,2,0,0,0,1,0.0,0.0,0.0,1,-0.00018297728298480523,6,-0.1
 Shanavas M,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Tobias Sette,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 kevinanew,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 gutianci,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Peter G Kritikos,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 kylepollina,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Frost Ming,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 yingshaoxo,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 frostming,1,14,1,0,0,0.0,15.0,0.0,0,0.0018241823540332196,3,0.08
 Isaac To,3,0,0,0,0,0.0,0.0,0.0,2,0.0003260869565217391,3,0.08
 Marc Hernandez Cabot,1,2,2,0,1,0.0,4.0,0.0,0,0.0001379700046472597,4,0
 Gregory Pakosz,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Reece Dunham,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 raymond-devries,1,3,2,0,0,0.0,5.0,0.0,0,0.0006056974559765308,3,0.08
 Latham Fell,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Adrian,7,0,0,0,2,0.0,0.0,0.14,6,0.007286219347073868,2,0.12
 Aliaksei Urbanski,1,5,2,0,0,0.0,7.0,1.0,0,0.05084911083614373,1,0.15
 Jochen Kupperschmidt,5,0,0,0,2,0.0,0.0,0.2,4,0.00996013239055213,2,0.12
 Thiago J. Barbalho,1,0,0,0,1,0.0,0.0,1.0,0,0.04965397923875433,1,0.15
 Fernanda Guimarães,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Chris Lamb,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 erfanio,1,13,13,0,0,0.0,26.0,1.0,0,0.05314593997830408,1,0.15
 Doron Horwitz,1,73,5,0,0,0.0,78.0,0.0,0,0.009486031840416888,2,0.12
 Kristin Faner,1,0,0,0,1,0.0,0.0,1.0,0,0.04965397923875433,1,0.15
 Mellcap Zhao,1,0,0,0,1,0.0,0.0,1.0,0,0.04965397923875433,1,0.15
 bearnun,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Nathan McKinley-Pace,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 hharutyunyan,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Constantin,1,0,0,0,1,0.0,0.0,1.0,0,0.04965397923875433,1,0.15
 Arnav Borborah,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Eido95,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Chris Zimmerman,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Csirmaz Bendegúz,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 linchiwei123,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 makdon,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Stéphane Wirtel,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Aadi Bajpai,2,0,0,0,0,0.0,0.0,0.5,1,0.02516304347826087,2,0.12
 ThiefMaster,12,148,35,0,2,0.0,15.25,0.25,11,0.015645702893204362,2,0.12
 Abhinav Sagar,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Anthony Sottile,2,471,433,0,0,0.0,452.0,0.0,1,0.0552014093432402,1,0.15
 Elad Moshe,1,41,24,0,0,0.0,65.0,1.0,0,0.05787690292213635,1,0.15
 aligoren,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 vdanain,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Logan Wright,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Jon S. Stumpf,2,89,92,0,0,0.0,90.5,0.0,1,0.01117537193499525,2,0.12
 cslecrone,1,21,1,0,0,0.0,22.0,0.0,0,0.002676129184618394,3,0.08
 Paul Butler,1,7,1,0,0,0.0,8.0,0.0,0,0.0009722355234480452,3,0.08
 Diego Alberto Torres Quintanilla,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 ultimecia7,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Daniel Pope,6,138,73,0,4,0.0,35.17,0.0,5,0.00385737129076893,3,0.08
 gokcegrbl,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 John Zeringue,1,19,5,0,1,0.0,24.0,0.0,0,0.00256784981465701,3,0.08
 Scott Crosby,1,30,38,0,0,0.0,68.0,0.0,0,0.008222171031296984,2,0.12
 Sang Min Park,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Ryan Thielke,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Fantix King,1,29,6,0,1,0.0,35.0,0.0,0,0.003905205408355844,3,0.08
 Pete Beardmore,1,16,1,0,0,0.0,17.0,0.0,0,0.0020675957342004125,3,0.08
 Anthony Plunkett,5,179,8,0,1,0.0,37.4,0.0,4,0.00505877176737903,2,0.12
 Bruno Rocha,2,23,2,0,1,0.0,12.5,0.0,1,0.001353245313877766,3,0.08
 jab,2,46,7,0,1,0.0,26.5,0.0,1,0.003069900950034644,3,0.08
 David Baumgold,6,3902,3561,0,2,0.0,1243.83,0.17,5,0.16377488586770836,1,0.15
 Adarsh Sharma,1,19,3,0,1,0.0,22.0,0.0,0,0.002327272428931268,3,0.08
 vorelq,1,14,8,0,0,0.0,22.0,1.0,0,0.052666203204073316,1,0.15
 shidenggui,1,9,1,0,0,0.0,10.0,0.0,0,0.001215648903615238,3,0.08
 Eruvanos,1,26,5,0,0,0.0,31.0,0.0,0,0.0037658174064878593,3,0.08
 Frankie Liu,1,15,2,0,0,0.0,17.0,0.0,0,0.0020661777369796867,3,0.08
 LeeW,1,27,3,0,0,0.0,30.0,0.0,0,0.0036469467108457138,3,0.08
 icreatedanaccount,1,27,0,0,0,0.0,27.0,0.0,0,0.003286080632257101,3,0.08
 DamianSkrzypczak,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 brunoais,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Michael E. Karpeles,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Matt Cooper,9,94,59,0,0,0.0,17.0,0.89,8,0.04798254734350396,2,0.12
 A Brooks,1,14,14,0,1,0.0,28.0,0.0,0,0.0030419146000048663,3,0.08
 Charles Ross,1,12,6,0,0,0.0,18.0,0.0,0,0.0021822124381803815,3,0.08
 Abhinav,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Tom-McDonald,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Adam Johnson,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 jordan bonser,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 RyanSquared,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Sebastian Jakubiak,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 jaydarius,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Lindsay Young,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Peter Landoll,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Max,5,112,89,0,1,0.0,40.2,0.0,4,0.005300574293606463,2,0.12
 Martin Michlmayr,2,3,3,0,1,0.0,3.0,1.0,1,0.05018214278726599,1,0.15
 cclauss,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Carson Ip,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 venus,2,0,0,0,2,0.0,0.0,1.0,1,0.04947100195576953,2,0.12
 Hsiaoming Yang,25,23,30,0,10,0.0,2.12,0.36,24,0.01874046183075009,2,0.12
 Jimmy Jia,1,13,1,0,0,0.0,14.0,0.0,0,0.0017024756639496233,3,0.08
 garenchan,7,37,11,0,3,0.0,6.86,0.14,6,0.007817844916034329,2,0.12
 Ignasi Bosch,1,27,1,0,0,0.0,28.0,0.0,0,0.003406369325119972,3,0.08
 Dilan Coss,3,0,0,0,1,0.0,0.0,0.0,2,-1.993380472393568e-05,5,-0.08
 Igor Ghisi,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Stephon Harris,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 nathanbegbie,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Douglas Thor,2,42,0,0,0,0.0,21.0,0.5,1,0.02774866191165163,2,0.12
 Ondřej Nový,2,0,0,0,0,0.0,0.0,0.0,1,0.00016304347826086955,3,0.08
 xtreak,2,4,2,0,1,0.0,3.0,0.5,1,0.025183560784486712,2,0.12
 Mark Amery,1,18,9,0,1,0.0,27.0,0.0,0,0.0029272978960248972,3,0.08
 Rohan Talip,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Jesse Seldess,1,2,2,0,1,0.0,4.0,0.0,0,0.0001379700046472597,4,0
 Aly Sivji,1,25,0,0,0,0.0,25.0,0.0,0,0.0030426672520899086,3,0.08
 Matt Robenolt,2,62,5,0,0,0.0,33.5,0.5,1,0.02928063051685202,2,0.12
 Emlyn Price,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Oliver Bestwalter,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 CasterWx,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Andrew Crouse,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Jarek Piórkowski,3,30,2,0,0,0.0,10.67,0.0,2,0.0016521072259903348,3,0.08
 Markus Unterwaditzer,274,3828,3993,0,75,0.0,28.54,0.29,273,0.04192044512703514,2,0.12
 Adam Walsh,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Dave Chevell,1,22,6,0,0,0.0,28.0,1.0,0,0.05339927933901635,1,0.15
 Cyker Way,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Aditya,1,17,17,0,0,0.0,34.0,1.0,0,0.054113921510089945,1,0.15
 jangjunha,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 moyosore,1,0,0,0,1,0.0,0.0,1.0,0,0.04965397923875433,1,0.15
 Tom Busby,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Jarek Lipski,2,0,0,0,0,0.0,0.0,0.0,1,0.00016304347826086955,3,0.08
 chengkang,2,0,0,0,1,0.0,0.0,0.0,1,-0.00018297728298480523,6,-0.1
 Alexis Benoist,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 cktan98,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Jeremy Mayeres,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Justin W. Flory,2,17,17,0,1,0.0,17.0,0.0,1,0.0018860364484363326,3,0.08
 Bill Fienberg,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Gabriel Saldanha,3,0,0,0,0,0.0,0.0,0.0,2,0.0003260869565217391,3,0.08
 Juan Lara,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Kamil Wargula,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Suraj Chafle,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Gerald Senarclens de Grancy,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Saul  Urias,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Radovan Bast,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 dayiguizhen,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Tiago Coutinho,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Briehan Lombaard,1,4,4,0,0,0.0,8.0,0.0,0,0.000967981531785869,3,0.08
 Nicola Iarocci,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Daniel Opitz,2,0,0,0,2,0.0,0.0,0.0,1,-0.00052899804423048,6,-0.1
 Mitchel Humpherys,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
